Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners
Porsche Panamera,https://www.autotrader.co.uk/car-details/202402176678999?sort=relevance&advertising-location=at_cars&make=Porsche&page=13&postcode=WR3%207AE&fromsra,Finance available,22999.0,4.8T V8 PDK 4WD Euro 5 (s/s) 5dr,Huge Factory Spec+Celeb Owner,2011.0,Hatchback,,4.8L,500PS,Automatic,Petrol,
Porsche 911,https://www.autotrader.co.uk/car-details/202311143936139?sort=relevance&advertising-location=at_cars&make=Porsche&page=13&postcode=WR3%207AE&fromsra,Private seller,14995.0,3.6 996 Carrera 4 AWD 2dr,Unknown,2002.0,Coupe,,3.6L,315BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202403057225005?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=13&postcode=WR3%207AE&fromsra,Finance available,20949.0,4.8 S TiptronicS 4WD Euro 5 (s/s) 5dr,PAN ROOF | BOSE |TURBO ALLOYS,2011.0,SUV,,4.8L,400PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402156602668?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,18990.0,3.0 TD V6 TiptronicS 4WD Euro 6 (s/s) 5dr,"PAN ROOF - 21"" ALLOYS - FSH",2015.0,SUV,,3.0L,262PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401316077662?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,12993.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,PAN ROOF-1 OWNER-FINANCE AVAIL,2012.0,SUV,,3.0L,240PS,Automatic,Diesel,
Porsche Cayman,https://www.autotrader.co.uk/car-details/202402066302905?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Unknown,13489.0,3.4 987 S 2dr,SPECIAL LEATHER TERRACOTTA!!!,2006.0,Coupe,,3.4L,295BHP,Manual,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202403017102566?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Private seller,6800.0,3.2 986 S 2dr,Unknown,2000.0,Convertible,,3.2L,252BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402266942464?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,14990.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,TIMING CHAIN-GEARBOX SERVICED,2013.0,SUV,,3.0L,240PS,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202402246907154?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Unknown,12500.0,2.9 987 2dr,"FSH, Porsche Sports Exhaust",2010.0,Convertible,,2.9L,255BHP,Manual,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202312124757569?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,15995.0,3.0D V6 TiptronicS Euro 5 5dr,FULL SERV/HIST+SUN ROOF+NAV,2012.0,Hatchback,,3.0L,250BHP,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401095397746?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Unknown,10495.0,2.7 987 Tiptronic S 2dr,Immaculate 2 Owner car,2005.0,Convertible,,2.7L,240BHP,Automatic,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202402166643173?sort=relevance&twcs=true&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Unknown,28995.0,3.0 V6 E-Hybrid S TiptronicS Euro 6 (s/s) 5dr,£14.5K IN EXTRAS - LED'S,2015.0,Hatchback,,3.0L,333BHP,Automatic,Petrol Plug-in Hybrid,
Porsche Macan,https://www.autotrader.co.uk/car-details/202401275963685?sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,23950.0,3.0 TD V6 S PDK 4WD Euro 6 (s/s) 5dr,"Over £9k Options|PanRoof|20""s",2015.0,SUV,,3.0L,258PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202403057225005?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=14&postcode=WR3%207AE&fromsra,Finance available,20949.0,4.8 S TiptronicS 4WD Euro 5 (s/s) 5dr,PAN ROOF | BOSE |TURBO ALLOYS,2011.0,SUV,,4.8L,400PS,Automatic,Petrol,
Porsche 911,https://www.autotrader.co.uk/car-details/202306218788491?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Private seller,21000.0,3.8 997 Carrera S Tiptronic S 2dr,Private plate included,2006.0,Coupe,,3.8L,350BHP,Automatic,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202402076322456?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Finance available,24490.0,3.0 TD V6 S PDK 4WD Euro 6 (s/s) 5dr,OFF ROAD MODE/ CRUISE CONTROL,2017.0,SUV,,3.0L,258BHP,Automatic,Diesel,
Porsche Macan,https://www.autotrader.co.uk/car-details/202402076319088?sort=relevance&twcs=true&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Finance available,20000.0,3.0 TD V6 S PDK 4WD Euro 6 (s/s) 5dr,6M WARRANTY/2KEY/FULL MOT/ULEZ,2016.0,SUV,,3.0L,258PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401095389831?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Finance available,38500.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,Reserve Online,2018.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401275957067?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Private seller,9550.0,2.7 987 2dr,Bose / Carbon trim,2006.0,Convertible,,2.7L,240BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202309131921295?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Unknown,17995.0,3.0 V6 S Platinum Edition TiptronicS 4WD Euro 6 (s/s) 5dr,2.OWNERS-F.SRVC.HSTRY-ULEZFREE,2017.0,SUV,,3.0L,416PS,Automatic,Petrol Plug-in Hybrid,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202307069347528?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Private seller,7500.0,2.7 987 2dr,REDUCED - PASM & Heated Seats,2005.0,Convertible,,2.7L,240BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202403057225005?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Finance available,20949.0,4.8 S TiptronicS 4WD Euro 5 (s/s) 5dr,PAN ROOF | BOSE |TURBO ALLOYS,2011.0,SUV,,4.8L,400PS,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202403017127371?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Unknown,6995.0,2.7 986 2dr,"ONLY 86,400 MILES......",2004.0,Convertible,,2.7L,228BHP,Manual,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202307189803063?sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Private seller,8750.0,3.2 986 S 2dr,Unknown,2003.0,Convertible,,3.2L,260BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402106432059?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=15&postcode=WR3%207AE&fromsra,Finance available,66995.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,*OFF ROAD PACKAGE*CHRONO*BOSE*,2022.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202304236592901?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Unknown,13995.0,2.9 987 2dr,RARE RS60 HOMAGE MODEL !,2009.0,Convertible,,2.9L,255BHP,Manual,Petrol,
Porsche Cayman,https://www.autotrader.co.uk/car-details/202402126477725?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Unknown,16990.0,2.9 987 PDK 2dr,PDK TRANSMISSION+BOSE SOUND!!,2009.0,Coupe,,2.9L,265BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202309152007609?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Finance available,19994.0,3.0 TD V6 TiptronicS 4WD Euro 6 (s/s) 5dr,**9.9% finance available**,2016.0,SUV,,3.0L,262BHP,Automatic,Diesel,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202401255883511?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Finance available,16775.0,3.0D V6 TiptronicS Euro 5 5dr,OVER £11000 OF FACTORY OPTIONS,2011.0,Hatchback,,3.0L,250PS,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202311274335543?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Private seller,7000.0,3.2 987 S 2dr,Unknown,2005.0,Convertible,,3.2L,280BHP,Manual,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202211071457834?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Unknown,11495.0,3.2 987 S 2dr,CARRERA S ALLOYS_BLACK LEATHER,2006.0,Convertible,,3.2L,280BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402276983502?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Unknown,4250.0,4.5 S Tiptronic S AWD 5dr,SUNROOF|STUNNING RARE COLOUR!,2005.0,SUV,,4.5L,340BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202310193161978?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Unknown,4999.0,4.5 S Tiptronic S AWD 5dr,22” Chrome AlloyWheels+12m MOT,2004.0,SUV,,4.5L,340BHP,Automatic,Petrol,
Porsche Cayman,https://www.autotrader.co.uk/car-details/202311234211469?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Private seller,9995.0,3.4 987 S 2dr,Unknown,2006.0,Coupe,,3.4L,295BHP,Manual,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401155584244?sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Private seller,9700.0,2.7 987 2dr,"Cruise Contol, Heated Seats",2005.0,Convertible,,2.7L,240BHP,Manual,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202403017119476?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=16&postcode=WR3%207AE&fromsra,Finance available,31000.0,3.0T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,"£5,398 OF OPTIONAL EXTRAS",2017.0,SUV,,3.0L,360PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401225785186?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Private seller,5450.0,3.2 V6 Tiptronic S AWD 5dr,Unknown,2004.0,SUV,,3.2L,250BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402287039973?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Unknown,8495.0,3.0 TDI V6 Tiptronic S AWD 5dr,"Sun Roof -Air Suspension-20""s",2009.0,SUV,,3.0L,237BHP,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402036190280?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,11990.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,Best value available!,2010.0,SUV,,3.0L,240PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401316083891?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Unknown,14950.0,3.0 TD V6 Platinum Edition TiptronicS 4WD Euro 5 (s/s) 5dr,FSH/GREAT COLOUR COMBO,2014.0,SUV,,3.0L,244PS,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202306178627307?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Private seller,4800.0,2.7 986 2dr,"Rare colour, well looked after",2000.0,Convertible,,2.7L,220BHP,Manual,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202401316070258?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,46990.0,4.0T V8 Turbo Saloon PDK 4WD Euro 6 (s/s) 5dr,SUNROOF|HIGH SPEC|FULL P.S.H,2017.0,Hatchback,,4.0L,550PS,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202402156590190?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Unknown,26995.0,3.4 981 S PDK Euro 5 (s/s) 2dr,"FPSH/ Heated Seats/ 20""/CHRONO",2012.0,Convertible,,3.4L,311BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202308130734135?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,14995.0,4.8 S TiptronicS 4WD Euro 5 (s/s) 5dr,AIR /ADAPTIVE SUSPENSION,2010.0,SUV,,4.8L,400PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401285989404?sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,12500.0,4.8 S TiptronicS 4WD Euro 5 (s/s) 5dr,Unknown,2010.0,SUV,,4.8L,400PS,Automatic,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202309262389000?sort=relevance&twcs=true&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,39295.0,3.0 V6 Saloon PDK Euro 6 (s/s) 5dr,HUGE SPEC | PAN | BOSE | PDLS,2017.0,Hatchback,,3.0L,330PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402036202402?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=17&postcode=WR3%207AE&fromsra,Finance available,40989.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,"PAN ROOF. PASM . R CAM. 21""s",2018.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202402076328794?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,26495.0,3.0T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,PAN ROOF+PORSCHE HISTORY+2 KEY,2017.0,SUV,,3.0L,360PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402206766600?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,33990.0,3.6T V6 GTS TiptronicS 4WD Euro 6 (s/s) 5dr,BLUETOOTH |SAT NAV,2016.0,SUV,,3.6L,434BHP,Automatic,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202402156610297?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Unknown,22449.0,4.8T V8 PDK 4WD Euro 5 (s/s) 5dr,"SUN ROOF | NAV | 20"" RS SPYDER",2009.0,Hatchback,,4.8L,500PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401085352675?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,16499.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,Unknown,2013.0,SUV,,3.0L,237BHP,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401025169736?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Private seller,12500.0,2.7 987 2dr,"Long MOT, LED Rears Lights",2005.0,Convertible,,2.7L,240BHP,Manual,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401135527622?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Unknown,47999.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,£23K SPEC - HEAD-UP/SUNROOF,2019.0,SUV,,3.0L,340PS,Automatic,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202402156623218?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,19495.0,3.0D V6 TiptronicS Euro 5 (s/s) 5dr,FSH/LOW MILEAGE/MASSIVE SPEC,2013.0,Hatchback,,3.0L,250PS,Automatic,Diesel,
Porsche Macan,https://www.autotrader.co.uk/car-details/202401145538173?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,25995.0,3.0 TD V6 S PDK 4WD Euro 6 (s/s) 5dr,PARKING SENSORS+SATNAV,2015.0,SUV,,3.0L,258BHP,Automatic,Diesel,
Porsche Cayman,https://www.autotrader.co.uk/car-details/202402056250951?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Private seller,12950.0,3.4 987 S 2dr,Unknown,2006.0,Coupe,,3.4L,295BHP,Manual,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202311214155038?sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Private seller,8000.0,3.2 987 S 2dr,Unknown,2006.0,Convertible,,3.2L,280BHP,Manual,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202401155576458?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=18&postcode=WR3%207AE&fromsra,Finance available,34990.0,3.0T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,HUGE SPECIFICATION,2017.0,SUV,,3.0L,360PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402026164492?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Unknown,2999.0,4.5 S Tiptronic S AWD 5dr,1 owner service history,2004.0,SUV,,4.5L,340BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401095395272?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Private seller,9475.0,2.7 987 2dr,DAB TOUCH SCREEN STEREO FITTED,2007.0,Convertible,,2.7L,245BHP,Manual,Petrol,
Porsche 911,https://www.autotrader.co.uk/car-details/202310012553157?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Private seller,19999.0,3.8 997 Carrera 4S Tiptronic S AWD 2dr,CHEAPEST 4s ON THE MARKET!!,2006.0,Coupe,,3.8L,350BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402156594094?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Unknown,16495.0,3.0 TD V6 Platinum Edition TiptronicS 4WD Euro 5 (s/s) 5dr,WAS 16795 NOW 16495 SAVING 300,2014.0,SUV,,3.0L,244PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202403067273098?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Finance available,11749.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,Unknown,2012.0,SUV,,3.0L,240PS,Automatic,Diesel,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402236869361?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Private seller,4850.0,3.2 V6 Tiptronic S AWD 5dr,Recent Service & New Tyres,2006.0,SUV,,3.2L,250BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202401195723735?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Finance available,26464.0,3.0 TD V6 Platinum Edition TiptronicS 4WD Euro 6 (s/s) 5dr,PANORAMIC ROOF HIGH SPEC,2018.0,SUV,,3.0L,258BHP,Automatic,Diesel,
Porsche 911,https://www.autotrader.co.uk/car-details/202403067259121?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Approved used,68990.0,Carrera S-A 3.0 2dr,We want your part exchange,2017.0,Convertible,,3.0L,Automatic,Petrol,Unknown,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202403017093820?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Unknown,18495.0,3.0D V6 TiptronicS Euro 5 (s/s) 5dr,MASSIVE SPEC! FSH ! BOSE!,2013.0,Hatchback,,3.0L,247BHP,Automatic,Diesel,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202311013540132?sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Unknown,19950.0,3.4 987 S PDK 2dr,Reserve Online,2010.0,Convertible,,3.4L,310BHP,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402036202402?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=19&postcode=WR3%207AE&fromsra,Finance available,40989.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,"PAN ROOF. PASM . R CAM. 21""s",2018.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202403017119476?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Finance available,31000.0,3.0T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,"£5,398 OF OPTIONAL EXTRAS",2017.0,SUV,,3.0L,360PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402036202402?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Finance available,40989.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,"PAN ROOF. PASM . R CAM. 21""s",2018.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202307260080775?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Unknown,8995.0,3.2 986 S 2dr,FULL PORSCHE SERVICE RECORD!,2002.0,Convertible,,3.2L,260BHP,Manual,Petrol,
Porsche 911,https://www.autotrader.co.uk/car-details/202403057245407?sort=relevance&twcs=true&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Finance available,42925.0,3.8 991 Carrera S PDK Euro 5 (s/s) 2dr,ROOF|CHRONO+|PSE|SDP|BOSE|FSH,2013.0,Coupe,,3.8L,400PS,Automatic,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202402297055598?sort=relevance&twcs=true&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Finance available,31995.0,3.0 V6 S PDK Euro 5 (s/s) 5dr,"22 INCH ALLOYS , SUNROOF",2015.0,Hatchback,,3.0L,420PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202311234235879?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Unknown,14750.0,3.0 TD V6 Tiptronic 4WD Euro 5 (s/s) 5dr,🔥STUNNING EXAMPLE🔥,2010.0,SUV,,3.0L,240PS,Automatic,Diesel,
Porsche 911,https://www.autotrader.co.uk/car-details/202401265928053?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Unknown,38500.0,3.4 991 Carrera PDK Euro 5 (s/s) 2dr Euro 5,Reserve Online,2012.0,Coupe,,3.4L,345BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202310193163506?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Private seller,12995.0,3.2 987 S 2dr,GT3 BODY. REMUS EXHAUST. ULEZ,2005.0,Convertible,,3.2L,280BHP,Manual,Petrol,
Porsche Panamera,https://www.autotrader.co.uk/car-details/202401316094565?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Unknown,49950.0,2.9 V6 4 10 Years Edition Saloon PDK 4WD Euro 6 (s/s) 5dr,PAN ROOF/CHRONO/INNODRIVE/BOSE,2020.0,Hatchback,,2.9L,330PS,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202401015166093?sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Private seller,8550.0,3.2 986 S 2dr,Unknown,2002.0,Convertible,,3.2L,260BHP,Manual,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202402236870355?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Porsche&page=20&postcode=WR3%207AE&fromsra,Finance available,25495.0,2.0T PDK 4WD Euro 6 (s/s) 5dr,"PRIVACY GLASS, PAN ROOF SYSTEM",2018.0,SUV,,2.0L,252PS,Automatic,Petrol,
Porsche Cayenne,https://www.autotrader.co.uk/car-details/202402106432059?sort=relevance&advertising-location=at_cars&make=Porsche&page=21&postcode=WR3%207AE&fromsra,Finance available,66995.0,3.0T V6 TiptronicS 4WD Euro 6 (s/s) 5dr,*OFF ROAD PACKAGE*CHRONO*BOSE*,2022.0,SUV,,3.0L,335BHP,Automatic,Petrol,
Porsche Boxster,https://www.autotrader.co.uk/car-details/202403047204654?sort=relevance&advertising-location=at_cars&make=Porsche&page=21&postcode=WR3%207AE&fromsra,Unknown,11990.0,3.2 986 S 2dr,Unknown,2004.0,Convertible,,3.2L,260BHP,Manual,Petrol,
Porsche 911,https://www.autotrader.co.uk/car-details/202401215758450?sort=relevance&advertising-location=at_cars&make=Porsche&page=21&postcode=WR3%207AE&fromsra,Private seller,12500.0,3.4 996 Carrera 4 Tiptronic S AWD 2dr,Immaculate condition - 54K.,1999.0,Coupe,,3.4L,300BHP,Automatic,Petrol,
Porsche Macan,https://www.autotrader.co.uk/car-details/202305077112486?sort=relevance&advertising-location=at_cars&make=Porsche&page=21&postcode=WR3%207AE&fromsra,Unknown,33490.0,2.0T PDK 4WD Euro 6 (s/s) 5dr,DELIVERY✅ PART EXCHANGE✅,2020.0,SUV,,2.0L,245PS,Automatic,Petrol,
